KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_8Kq8WqS,<b><color=#2eafff>Hacking Software: Fortify</color></b> <color=#ffee00>(Reduces Security Capture Rate by 20%)</color>,,,,,,,,,,,,,,,,
dialogue_480VOe0,"<b><color=#ffffff>Running external executable</color></b>@w2\n<b><color=#ffee00>< processes: 8,720 ></color></b>@w2\n<b><color=#6bd600>< active: 4,993 ></color></b>@w1\n<b><color=#ff0000>< stalled: 3,308 ></color></b>@w1\n<b><color=#ffae00>< pending: 419 ></color></b>@w1\n<b><color=#00ffee>< capturing adjacent nodes ></color></b>@w2\n<color=#ff4d94>struct group_info *groups_alloc/int get gridsizeset</color>\n<color=#00ffee>set strcharinfo1, 3*group_info</color>\n<color=#2eafff>int nblocks</color>\n<color=#6bd600>int structblocks=0</color>\n<color=#ffffff>nblocks=get.gridsize + NGROUPS_PER_BLOCK -1 / GetCaptureRate</color>\n<color=#ffae00>get NodeFiles < Core4/Stack-30/Bundles/Assets ></color>\n<color=#00ffee>capture NodeFiles > Closest > Identify/Seize/Fortify</color>\n<color=#ff4d94>Identifying Core4/Stack-30/Bundles...</color>\n<color=#6bd600>capture ...Core/Stack/Directory</color>\n<color=#ffee00>fortifying ...Core/Stack/Directory</color>\n<color=#6bd600>capture ...Core/Stack/Node</color>\n<color=#ffee00>fortifying ...Core/Stack/Node</color>@w2\n<b><color=#ff5c5c>< Reallocating Security System ></color></b>@w1\n<b><color=#ff0000>< Tracing Intrusion Route ></color></b>@w1\n<color=#ffffff>search NodeFiles < Core2/Stack-22/Common/Files-ALL ></color>\n<color=#ffee00>Identifying edited files</color>\n<b><color=#ff0000>< WARN ! Unregistered processes detected ></color></b>\n<b><color=#ffae00>< 651 files compromised ></color></b>\n<color=#ff0000>capture ...Core/Stack/Common</color>\n<color=#ff5c5c>verifying Directory/01\nverifying Co-Node/02\nverifying </color><color=#ffffff>Datavault</color><color=#ff5c5c>/03\nverifying </color><color=#ff5c5c>Co-Node</color><color=#ff5c5c>/04\nverifying </color><color=#ff5c5c>Directory</color><color=#ff5c5c>/05\nverifying </color><color=#00ffee>Drivers-11</color><color=#ff5c5c>/06\nverifying </color><color=#ffee00>SecNode</color><color=#ff5c5c>/07\nverifying Stealth</color><color=#ff5c5c>/08\nverifying </color><color=#ffae00>Breach</color><color=#ff5c5c>/09</color>\n<b><color=#ffffff>< Restoring nodes from backup ></color></b>@p4\n<b><color=#ff0000>< Security Capture Rate:</color></b> <color=#ffae00>{SecurityCapture}% </color><b><color=#ff0000>></color></b>\n<b><color=#6bd600>< User Capture Rate:</color> <color=#00ffee>{PlayerCapture}%</color> <color=#6bd600>></color></b>",,,,,,,,,,,,,,,,
dialogue_u4IaA4u,<b><color=#ff0000>Capture Directory:</color></b> <color=#ffffff>Stack-15/Weapons/7D2D/Wrench</color>,,,,,,,,,,,,,,,,
dialogue_a0aO0e8,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Core5/D-Drive/Savedata/FFVII/DiamondWeapon.dat</color>,,,,,,,,,,,,,,,,
dialogue_uC4ueO2,<b><color=#ff0000>Capture Directory:</color></b> <color=#ffffff>Stack-15/Tekkadan/Asset/ASW-G-08</color>,,,,,,,,,,,,,,,,
dialogue_O0O4m4u,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Core5/D-Drive/Programs/MASSbuilder.exe</color>,,,,,,,,,,,,,,,,
dialogue_0mq4iuO,<b><color=#ff0000>Capture Directory:</color></b> <color=#ffffff>Stack-15/Backups/DeadSpace/Trash</color>,,,,,,,,,,,,,,,,
dialogue_eZa60i8,<b><color=#ff0000>Capture Datavault:</color></b> <color=#ffffff>Core4/Storage/Software/illegal</color>,,,,,,,,,,,,,,,,
dialogue_E8q8uao,<b><color=#ff0000>CONNECTION TERMINATED</color></b>,,,,,,,,,,,,,,,,
dialogue_r84mCOS,<b><color=#6bd600>Capture Core System </color><color=#ffffff>(100% Capture)</color></b>,,,,,,,,,,,,,,,,
dialogue_mu04qqS,<b><color=#ff0000>Hacking Software: Spam</color></b> <color=#ffee00>(</color><color=#ffee00>Stalls Security Capture by 10%</color><color=#ffee00>)</color>,,,,,,,,,,,,,,,,
dialogue_0qm8CYW,<b><color=#6bd600>Hacking Software: Overclock</color></b> <color=#ffee00>(Increases User Capture Rate by 20%)</color>,,,,,,,,,,,,,,,,
dialogue_SoSWG8u,<b><color=#2eafff>Hacking Software: Fortify</color></b> <color=#ffee00>(Reduces Security Capture Rate by 20%)</color>,,,,,,,,,,,,,,,,
dialogue_PiQCuKe,"<b><color=#ffffff>Running external executable</color></b>@w2\n<b><color=#ffee00>< processes: 5,556 ></color></b>@w2\n<b><color=#6bd600>< active: 3,313 ></color></b>@w1\n<b><color=#ff0000>< stalled: 1,509 ></color></b>@w1\n<b><color=#ffae00>< pending: 634 ></color></b>@w1\n<b><color=#00ffee>< capturing adjacent nodes ></color></b>@w2\n<color=#ff4d94>struct group_info *groups_alloc/int get gridsizeset</color>\n<color=#00ffee>set strcharinfo1, 3*group_info</color>\n<color=#2eafff>int nblocks</color>\n<color=#6bd600>int structblocks=0</color>\n<color=#ffffff>nblocks=get.gridsize + NGROUPS_PER_BLOCK -1 / GetCaptureRate</color>\n<color=#ffae00>get NodeFiles < Core2/Stack-14/Prefabs/Forge ></color>\n<color=#00ffee>capture NodeFiles > Closest > Identify/Seize/Fortify</color>\n<color=#ff4d94>Identifying Core2/Stack-14/Prefabs...</color>\n<color=#6bd600>capture ...Core/Stack/Directory</color>\n<color=#ffee00>fortifying ...Core/Stack/Directory</color>\n<color=#6bd600>capture ...Core/Stack/Node</color>\n<color=#ffee00>fortifying ...Core/Stack/Node</color>@w2\n<b><color=#ff5c5c>< Reallocating Security System ></color></b>@w1\n<b><color=#ff0000>< Tracing Intrusion Route ></color></b>@w1\n<color=#ffffff>search NodeFiles < Core4/Stack-29/Bundles/Assets_All ></color>\n<color=#ffee00>Identifying edited files</color>\n<b><color=#ff0000>< WARN ! Unregistered processes detected ></color></b>\n<b><color=#ffae00>< 896 files compromised ></color></b>\n<color=#ff0000>capture ...Core/Stack/Bundles</color>\n<color=#ff5c5c>verifying Directory/01\nverifying Node/02\nverifying Index</color><color=#ff5c5c>/03\nverifying Drivers</color><color=#ff5c5c>/04\nverifying Peripherals</color><color=#ff5c5c>/05\nverifying SIGMA.receptor</color><color=#ff5c5c>/06\nverifying PolSecAuth</color><color=#ff5c5c>/07\nverifying EpsilonAuth</color><color=#ff5c5c>/08\nverifying TradeFedAuth</color><color=#ff5c5c>/09</color>\n<b><color=#ffffff>< Restoring nodes from backup ></color></b>@p4\n<b><color=#ff0000>< Security Capture Rate:</color></b> <color=#ffae00>{SecurityCapture}% </color><b><color=#ff0000>></color></b>\n<b><color=#6bd600>< User Capture Rate:</color> <color=#00ffee>{PlayerCapture}%</color> <color=#6bd600>></color></b>",,,,,,,,,,,,,,,,
dialogue_KWS4CKq,<b><color=#ff0000>Capture Directory:</color></b> <color=#ffffff>Stack-19/Equipment/N7-Hurricane/Decrypted</color>,,,,,,,,,,,,,,,,
dialogue_eGuKGe4,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Core6/B-Drive/Savedata/TKN3/Bosconovitch.map</color>,,,,,,,,,,,,,,,,
dialogue_4e4efNi,<b><color=#ff0000>Capture Directory:</color></b> <color=#ffffff>Stack-19/FORGE/prefab/Maverick.epb</color>,,,,,,,,,,,,,,,,
dialogue_e5GaWC0,<b><color=#ff0000>Capture Datavault:</color></b> <color=#ffffff>Core5/Storage/Software/illegal</color>,,,,,,,,,,,,,,,,
dialogue_uGkOi0m,<b><color=#ff0000>Capture Node:</color></b> <color=#ffffff>Core6/C-Drive/Production/Tursas.pol</color>,,,,,,,,,,,,,,,,
dialogue_4We4G8O,<b><color=#ff0000>Capture Directory:</color></b> <color=#ffffff>Stack-19/Polaris/Schematic/RTG2500.epb</color>,,,,,,,,,,,,,,,,
dialogue_0SW4La2,<b><color=#ff0000>CONNECTION TERMINATED</color></b>,,,,,,,,,,,,,,,,
dialogue_Ke4iKGu,<b><color=#6bd600>Capture Core System </color><color=#ffffff>(100% Capture)</color></b>,,,,,,,,,,,,,,,,
dialogue_DiWuu80,<b><color=#ff0000>Hacking Software: Spam</color></b> <color=#ffee00>(</color><color=#ffee00>Stalls Security Capture by 10%</color><color=#ffee00>)</color>,,,,,,,,,,,,,,,,
dialogue_wGumWSe,<b><color=#6bd600>Hacking Software: Overclock</color></b> <color=#ffee00>(Increases User Capture Rate by 20%)</color>,,,,,,,,,,,,,,,,
dialogue_0GoaOK8,<b><color=#2eafff>Hacking Software: Fortify</color></b> <color=#ffee00>(Reduces Security Capture Rate by 20%)</color>,,,,,,,,,,,,,,,,
dialogue_qaSiuGC,<b><color=#ff0000>< Notice: Datavault contains sensitive data ></color></b>@w2 \n<b><color=#ffffff>< Retrieving Banking Information 592759284-001-050 ></color></b> @w3 \n<b><color=#2eafff>< Financial data includes untraceable transfer ></color></b> @w2\n<color=#00ffee><b>< Extracted transfer from System ></b></color>\n<color=#6bd600>- Obtained {RandomMoney} Galactic Credits</color>@p7\n<size=125%><color=#ff0000><b>< WARNING ! ></b></color></size>\n<b><color=#ffae00>Datavault has no adjacent nodes!</color></b>@w2\n<b><color=#ffee00>< Backtracking Intrusion ></color></b>\n<b><color=#ff0000>< Security Capture Rate:</color></b> <color=#ffae00><b>{SecurityCapture}%</b> </color><b><color=#ff0000>></color></b>\n<b><color=#6bd600>< User Capture Rate:</color> <color=#00ffee>{PlayerCapture}%</color> <color=#6bd600>></color></b>,,,,,,,,,,,,,,,,
dialogue_cKSem8u,<b><color=#ff0000>Backtrack Intrusion to Previous Node</color></b>,,,,,,,,,,,,,,,,
dialogue_iaiOm8v,<b><color=#ff0000>< Notice: Datavault contains sensitive data ></color></b>@w2 \n<b><color=#ffffff>< Retrieving ExoSuit Technical Data ></color></b> @w3 \n<b><color=#2eafff>< Technical Data includes update specifications ></color></b> @w2\n<color=#00ffee><b>< Extracted Technical Data from System ></b></color>\n<color=#6bd600>- Obtained {RandomSkill} Unlock Points</color>@p7\n<size=125%><color=#ff0000><b>< WARNING ! ></b></color></size>\n<b><color=#ffae00>Datavault has no adjacent nodes!</color></b>@w2\n<b><color=#ffee00>< Backtracking Intrusion ></color></b>\n<b><color=#ff0000>< Security Capture Rate:</color></b> <color=#ffae00><b>{SecurityCapture}%</b> </color><b><color=#ff0000>></color></b>\n<b><color=#6bd600>< User Capture Rate:</color> <color=#00ffee>{PlayerCapture}%</color> <color=#6bd600>></color></b>,,,,,,,,,,,,,,,,
dialogue_qmCOqWK,<b><color=#ff0000>Backtrack Intrusion to Previous Node</color></b>,,,,,,,,,,,,,,,,
dialogue_qmOqfIG,<b><color=#ff0000>< Notice: Datavault contains sensitive data ></color></b>@w2 \n<b><color=#ffffff>< Retrieving Illegal Software Executable ></color></b> @w3 \n<b><color=#6bd600>< Illegal Software includes Spam Software ></color></b> @w2\n<color=#00ffee><b>< Extracted Illegal Software from System ></b></color>\n<color=#6bd600>- Obtained </color><b><color=#ff0000>Hacking Software: Spam</color></b>@p7\n<color=#ff0000><b>< WARNING ! ></b></color>\n<b><color=#ffae00>Datavault has no adjacent nodes!</color></b>@w2\n<b><color=#ffee00>< Backtracking Intrusion ></color></b>\n<b><color=#ff0000>< Security Capture Rate:</color></b> <color=#ffae00><b>{SecurityCapture}%</b> </color><b><color=#ff0000>></color></b>\n<b><color=#6bd600>< User Capture Rate:</color> <color=#00ffee>{PlayerCapture}%</color> <color=#6bd600>></color></b>,,,,,,,,,,,,,,,,
dialogue_uc4GuaW,<b><color=#ff0000>Backtrack Intrusion to Previous Node</color></b>,,,,,,,,,,,,,,,,
dialogue_qIOqS0W,<b><color=#ff0000>Backtrack Intrusion to Previous Node</color></b>,,,,,,,,,,,,,,,,
dialogue_e2aWK4i,<b><color=#ff0000>< Notice: Datavault contains sensitive data ></color></b>@w2 \n<b><color=#ffffff>< Retrieving Illegal Software Executable ></color></b> @w3 \n<b><color=#2eafff>< Illegal Software includes Overclock Software ></color></b> @w2\n<color=#00ffee><b>< Extracted Illegal Software from System ></b></color>\n<color=#6bd600>- Obtained </color><b><color=#6bd600>Hacking Software: Overclock</color></b>@p7\n<size=125%><color=#ff0000><b>< WARNING ! ></b></color></size>\n<b><color=#ffae00>Datavault has no adjacent nodes!</color></b>@w2\n<b><color=#ffee00>< Backtracking Intrusion ></color></b>\n<b><color=#ff0000>< Security Capture Rate:</color></b> <color=#ffae00><b>{SecurityCapture}%</b> </color><b><color=#ff0000>></color></b>\n<b><color=#6bd600>< User Capture Rate:</color> <color=#00ffee>{PlayerCapture}%</color> <color=#6bd600>></color></b>,,,,,,,,,,,,,,,,
dialogue_ea48WM4,<size=200%><color=#6bd600><b><u>ACCESS GRANTED</u></b></color></size> @w3\n<b><color=#ffee00>< Extracting accumulated data from system ></color></b>@w3\n<b><color=#2eafff>COMPILING DOWNLOAD @w2. @w2. @w2.</color></b> @w4\n<size=125%><color=#ffffff><b>< Download Complete !! ></b></color></size>,,,,,,,,,,,,,,,,
dialogue_Su84wKk,<size=125%><color=#ff0000><b>Extract Solar Activity Data</b></color></size>,,,,,,,,,,,,,,,,
dialogue_GaqWe6O,<size=125%><color=#ff0000><b>Extract Navigation Data</b></color></size>,,,,,,,,,,,,,,,,
dialogue_TmW2CGS,<size=125%><color=#ff0000><b>Extract Space Anomaly Data</b></color></size>,,,,,,,,,,,,,,,,
dialogue_G00m8CD,<size=125%><color=#ff0000><b>Extract Warp Signatures Data</b></color></size>,,,,,,,,,,,,,,,,
dialogue_Cuu4iaG,<size=125%><color=#ff0000><b>Extract Weapon Signatures Data</b></color></size>,,,,,,,,,,,,,,,,
dialogue_eWi4OWi,<u><color=#ffae00><b>HostileApparatusPMC/PolSec</b></color></u><u><color=#ffae00><b>/TerminalMain/Display</b></color></u>@w2\n<size=125%><color=#6bd600><b>< Valid Keycard Detected ></b></color></size> @w3\n<color=#ffffff>Preparing to upload stored data to Network</color>\n<color=#ffffff>Would you like to proceed?</color>,,,,,,,,,,,,,,,,
dialogue_cGWK64a,<b><color=#2eafff>Download to External Device</color></b>,,,,,,,,,,,,,,,,
dialogue_08vGwqu,<u><color=#ffae00><b>HostileApparatusPMC/PolSec</b></color></u><u><color=#ffae00><b>/TerminalMain/Display</b></color></u>@w2\n<size=125%><color=#ff0000><b>< WARN !! > Unauthorized Download</b></color></size> @w3\n<color=#ffee00>You are not authorized to download files to an external device with your current security clearance.</color>\n<size=125%><color=#ff0000><b>ACCESS DENIED</b></color></size>,,,,,,,,,,,,,,,,
dialogue_4SGAiqK,<b><color=#6bd600>Override Security Protocols</color></b>,,,,,,,,,,,,,,,,
dialogue_Oiqie8q,Class Statistics System (CSS),,,,,,,,,,,,,,,,
dialogue_W4A8mSa,"<color=#00ffff>Welcome to the </color><color=#00ff00>Class System</color><color=#00ffff>, Commander.</color>@w2\n<color=#00ffff>I will instruct you on each of the different Classes and what they specialize in and how to improve your own class level.</color>\n<color=#00ffff>First, you may choose only </color><color=#ff0000><u>ONE</u> Main character class</color><color=#00ffff>.</color>@w2\n<color=#00ffff>Only upon mastering that class, can you choose a </color><color=#ffa000>second sub-class</color><color=#00ffff>.</color>@p9\n<color=#00ffff>You may only possess one main class and one sub class, Commander. However, there are </color><color=#ffff00>special rank classes </color><color=#00ffff>that can be obtained by completing any number of special tasks, events or achievements.</color>@p9\n<color=#00ffff>Each character class has a unique set of missions used to increase the Class level up to a maximum of 5.</color>@w2\n<color=#00ffff>With each increase in Class Level you will gain additional damage, reload speed, accuracy and reduced recoil for that class' chosen weapon types.</color>@w2\n<color=#00ffff>The missions can be found in your </color><color=#ffffff><b>PDA (F1)</b></color><color=#00ffff> after you have chosen your preferred class.</color>@p9\n<u><color=#ffffff>The available classes are:</color></u>\n<b><color=#0088ff>Soldier:</color></b> Specializes in Automatic Rifles, Grenade and Rocket Launchers.@w2\n<b><color=#00ffff>Marksman:</color></b> Specializes in Sniper Rifles, Laser Rifles and Crossbows.@w2\n<b><color=#ff0000>Agent:</color></b> Specializes in Pistols, Submachine Guns and Laser Pistols.@w2\n<b><color=#ffa000>Vanguard:</color></b> Specializes in Shotguns and Miniguns.@w2\n<b><color=#ffff00>Specialist:</color></b> Specializes in Flamethrowers, Plasma Cannons and Alien Weaponry.@w2\n<b><color=#00ff00>Engineer:</color></b> Non-combat class that specializes in Multitools, Drills and Chainsaws; with a bonus to Warp Drive range.@p9\n<color=#00ffff>These are your primary class choices, Commander.</color>@w2\n<color=#00ffff>If you pick a class you are not comfortable with, you cannot change to another one. So ensure that you are picking the class with skills best suited to your combat style.@w2</color>\n<b><color=#ffffff>Do you understand?</color></b>",,,,,,,,,,,,,,,,
dialogue_KSGOaS4,"<color=#0088ff><b>Please repeat the explanation, IDA.</b></color>",,,,,,,,,,,,,,,,
dialogue_q4Oamui,<b><color=#0088ff>I understand.</color></b> <color=#ffffff>(Proceed to Class Selection)</color>,,,,,,,,,,,,,,,,
dialogue_u8qCoSe,"@d0<color=#ffffff>Here is the list of Main Character Classes that you can choose from, Commander.\nYou can examine the abilities of each class by selecting one from the menu. You can then confirm your choice on that class' page or return back to this menu.</color>",,,,,,,,,,,,,,,,
dialogue_eSimWSm,<b><color=#0088ff>Soldier Class</color></b>,,,,,,,,,,,,,,,,
dialogue_m08wGaq,<b><color=#00ffff>Marksman Class</color></b>,,,,,,,,,,,,,,,,
dialogue_0OWaKtG,<b><color=#ff0000>Agent Class</color></b>,,,,,,,,,,,,,,,,
dialogue_AmWS0me,<b><color=#ffa000>Vanguard Class</color></b>,,,,,,,,,,,,,,,,
dialogue_mS4mO8l,<b><color=#ffff00>Specialist Class</color></b>,,,,,,,,,,,,,,,,
dialogue_KaOmiGg,<b><color=#00ff00>Engineer Class</color></b>,,,,,,,,,,,,,,,,
dialogue_8a8CemG,<b><color=#ffffff>Exit</color></b>,,,,,,,,,,,,,,,,
dialogue_euyuWCu,"<color=#ffffff>You can access the Class Selection and Statistics Screen via the </color><color=#0088ff><b>PDA (F1)</b></color><color=#ffffff> at any time by activating the mission</color> <b><color=#ffff00>'Character Class System'</color></b>",,,,,,,,,,,,,,,,
dialogue_CeO4eCO,<b><color=#ffffff>Confirm</color></b>,,,,,,,,,,,,,,,,
dialogue_C4mquOC,"@d0<size=125%><color=#0088ff><b>Soldier</b></color></size>\n<color=#ffffff>Soldiers are frontline combatants trained in mid-range combat specializing in the use of </color><color=#0088ff>Assault Rifles, Pulse Rifles, Grenade Launchers and Rocket Launchers</color><color=#ffffff>. This also applies to enemy weapons of the same type.</color>\n<color=#ffffff>Each Class Level increases Weapon Damage, Reload Speed, Accuracy and reduces Recoil with their class-specific weapons.@p9</color>\n@d0<b><color=#ffffff>Applicable Weapons:</color></b>\n<color=#00ffff>Assault Rifle</color>, <color=#00ff00>Advanced Assault Rifle</color>, <color=#ffff00>Elite Assault Rifle</color>, <color=#ffa000>Heavy Assault Rifle</color>\n<color=#00ffff>Pulse Rifle</color>, <color=#00ff00>Advanced Pulse Rifle</color>, <color=#ffff00>Tactical Stealth Rifle</color>, <color=#ffa000>Energy Pulse Rifle</color>\n<color=#00ffff>Grenade Launcher</color>, <color=#00ff00>Rocket Launcher</color>, <color=#ffff00>Guided Rocket Launcher</color>, <color=#ffa000>Advanced Guided Rocket Launcher</color>\n<color=#ff0000>Zirax Combat Rifle</color>, <color=#ff0000>Zirax Rocket Launcher</color>.",,,,,,,,,,,,,,,,
dialogue_8AOKK4i,<b><color=#ffffff>Return to Main Menu</color></b>,,,,,,,,,,,,,,,,
dialogue_G8aGY0e,<b><color=#0088ff>Confirm Soldier Class</color></b>,,,,,,,,,,,,,,,,
dialogue_S0qVGee,"@d0<size=125%><color=#00ffff><b>Marksman</b></color></size>\n<color=#ffffff>Marksmen are expert shots with scoped weapons trained in long-ranged combat specializing in the use of </color><color=#0088ff>Sniper Rifles, Laser Rifles and Crossbows</color><color=#ffffff>.</color>\n<color=#ffffff>Each Class Level increases Weapon Damage, Reload Speed, Accuracy and reduces Recoil with their class-specific weapons.@p9</color>\n@d0<b><color=#ffffff>Applicable Weapons:</color></b>\n<color=#00ffff>Sniper Rifle</color>, <color=#00ff00>Heavy Sniper Rifle</color>, <color=#ffa000>M77 Anti-Tank Rifle, </color><color=#ff0000>Zirax Marksman Rifle</color>\n<color=#00ffff>Laser Rifle</color>, <color=#00ff00>Advanced Laser Rifle</color>, <color=#ffa000>Plasma Rifle</color>\n<color=#00ff00>Repeating Crossbow</color>, <color=#ffa000>Plasma Crossbow</color>",,,,,,,,,,,,,,,,
dialogue_eaimWKq,<b><color=#ffffff>Return to Main Menu</color></b>,,,,,,,,,,,,,,,,
dialogue_GS8Wuei,<b><color=#00ffff>Confirm Marksman Class</color></b>,,,,,,,,,,,,,,,,
dialogue_GSOWSaK,"@d0<size=125%><color=#ff0000><b>Agent</b></color></size>\n<color=#ffffff>Agents are elite security personnel excelling in close-quarters combat specializing in the use of small arms including </color><color=#0088ff>Pistols, Heavy Pistols, Laser Pistols and Submachine Guns</color><color=#ffffff>.</color>\n<color=#ffffff>Each Class Level increases Weapon Damage, Reload Speed, Accuracy and reduces Recoil with their class-specific weapons.@p9</color>\n@d0<b><color=#ffffff>Applicable Weapons:</color></b>\n<color=#00ffff>M-5 Pistol</color>, <color=#00ff00>M-6 Holosight Pistol</color>, <color=#ffa000>Elite Combat Pistol, </color><color=#0088ff>Starhawk Heavy Pistol</color>\n<color=#00ffff>LS-22 Laser Pistol</color>, <color=#00ff00>LS-38 Advanced Laser Pistol</color>, <color=#ffa000>DC-17 Heavy Laser Pistol</color>\n<color=#00ffff>Submachine Gun</color>, <color=#00ff00>Advanced Submachine Gun</color>, <color=#ffa000>Elite Submachine Gun</color>",,,,,,,,,,,,,,,,
dialogue_8O0k40e,<b><color=#ffffff>Return to Main Menu</color></b>,,,,,,,,,,,,,,,,
dialogue_iOu4aGK,<b><color=#ff0000>Confirm Agent Class</color></b>,,,,,,,,,,,,,,,,
dialogue_q0OumTi,"@d0<size=125%><color=#ffa000><b>Vanguard</b></color></size>\n<color=#ffffff>Vanguards are the frontrunners in open combat, able to lead the charge, breach doors and take a position and hold it. Specialized for close and mid-ranged combat they employ the use of </color><color=#0088ff>Shotguns and Miniguns</color><color=#ffffff>.</color>\n<color=#ffffff>Each Class Level increases Weapon Damage, Reload Speed, Accuracy and reduces Recoil with their class-specific weapons.@p9</color>\n@d0<b><color=#ffffff>Applicable Weapons:</color></b>\n<color=#00ffff>Shotgun</color>, <color=#00ff00>Combat Shotgun</color>, <color=#ffa000>Assault Shotgun</color>, <color=#ff0000>Zirax Heavy Shotgun</color>\n<color=#00ff00>Minigun</color>, <color=#ffff00>Advanced Minigun</color>, <color=#ffa000>Laser Minigun</color>",,,,,,,,,,,,,,,,
dialogue_CC8aKG8,<b><color=#ffffff>Return to Main Menu</color></b>,,,,,,,,,,,,,,,,
dialogue_4eCCa4K,<b><color=#ffa000>Confirm Vanguard Class</color></b>,,,,,,,,,,,,,,,,
dialogue_4qG8S8S,"@d0<size=125%><color=#ffff00><b>Specialist</b></color></size>\n<color=#ffffff>Specialist are a support class trained in the use of energy and incendiary weapons such as </color><color=#0088ff>Plasma Cannons and Flamethrowers</color><color=#ffffff>. They are also capable of modifying the </color><color=#0088ff>Plasma Rifle</color><color=#ffffff> to destabilize the projectiles, causing them to explode on contact damaging the surrounding area.</color>\n<color=#ffffff>Each Class Level increases Weapon Damage, Reload Speed, Accuracy and reduces Recoil with their class-specific weapons.@p9</color>\n@d0<b><color=#ffffff>Applicable Weapons:</color></b>\n<color=#00ff00>Plasma Cannon</color>, <color=#ffa000>High-Output Plasma Cannon, </color><color=#ff0000>Plasma Rifle</color>\n<color=#00ff00>Flamethrower</color>, <color=#ffa000>Advanced Flamethrower, </color><color=#ff00ff>Plasma Blaster</color>",,,,,,,,,,,,,,,,
dialogue_mmSi0Si,<b><color=#ffffff>Return to Main Menu</color></b>,,,,,,,,,,,,,,,,
dialogue_aOm0OGa,<b><color=#ffff00>Confirm Specialist Class</color></b>,,,,,,,,,,,,,,,,
dialogue_SO7uua0,"@d0<size=125%><color=#00ff00><b>Engineer</b></color></size>\n<color=#ffffff>Engineers are a non-combatant class specializing in maintenance, harvest and salvage. Experts in the use of </color><color=#0088ff>Multitools, Chainsaws and Drills</color><color=#ffffff>, both </color><color=#00ffff>handheld and ship-mounted</color><color=#ffffff>. They are also skilled Warp Technicians, able to boost the range of a typical </color><color=#0088ff>Warp Drive</color><color=#ffffff> by a few lightyears above the norm.</color>\n<color=#ffffff>Each Class Level increases Tool Damage, Reload Speed and increases the maximum warp distance of any Warp Drive.@p9</color>\n@d0<b><color=#ffffff>Applicable Weapons:</color></b>\n<color=#0088ff>Survival Multitool,</color><color=#00ffff> Multitool</color>, <color=#00ff00>Advanced Multitool</color>\n<color=#00ffff>Chainsaw, Mechanical Drill</color>, <color=#00ff00>Laser Drill</color>, <color=#ffa000>Enhanced Laser Drill</color>\n<color=#ffff00>HV, SV and CV Drills, Drill Turrets, Multiturrets and Harvest Modules</color>\n<color=#ff00ff>Gains +2 Lightyear warp range per class level</color>",,,,,,,,,,,,,,,,
dialogue_W0eKemC,<b><color=#ffffff>Return to Main Menu</color></b>,,,,,,,,,,,,,,,,
dialogue_a8Cm4Gg,<b><color=#00ff00>Confirm Engineer Class</color></b>,,,,,,,,,,,,,,,,
dialogue_qKCuaem,"<color=#00ffff>Congratulations, Commander.\nYou have now confirmed </color><color=#ff0000><b>{MainClass}</b></color><color=#00ffff> as your </color><color=#0088ff>Main Character Class</color><color=#00ffff>.@w2</color>\n<color=#00ffff>You will not be able to change your class again; But when you have successfully leveled your current class to </color><color=#ffff00>level 5</color><color=#00ffff>, you may choose a </color><color=#00ff00>Sub-Class</color><color=#00ffff>, that will allow you to obtain new skills.</color>@p9\n<color=#00ffff>You can check your current Class Statistics at any time by activating the Class System mission in your </color><b><color=#ffffff>PDA (F1)</color></b><color=#00ffff>.</color>\n<color=#00ffff>Good luck Commander.</color>",,,,,,,,,,,,,,,,
dialogue_u8W8uS4,<b><color=#ffffff>Exit Class Selection</color></b>,,,,,,,,,,,,,,,,
dialogue_sleeCW9,<size=125%><b><color=#00ff00>Main Class:</color> <color=#ffffff>{MainClass}</color></b></size>\n<size=125%><b><color=#00ff00>Main Class Level:</color> <color=#ffffff>{MainLevel}</color></b></size>\n<b></b>\n<size=125%><b><color=#ffa000>Sub-Class:</color> <color=#ffffff>{SubClass}</color></b></size>\n<size=125%><b><color=#ffa000>Sub-Class Level:</color> <color=#ffffff>{SubLevel}</color></b></size>,,,,,,,,,,,,,,,,
dialogue_C004anS,<color=#0088ff><b>View Soldier Statistics</b></color>,,,,,,,,,,,,,,,,
dialogue_aSWO44E,<b><color=#00ffff>View Marksman Statistics</color></b>,,,,,,,,,,,,,,,,
dialogue_eqSquk8,<b><color=#ff0000>View Agent Statistics</color></b>,,,,,,,,,,,,,,,,
dialogue_4Ki8eu4,<b><color=#ffa000>View Vanguard Statistics</color></b>,,,,,,,,,,,,,,,,
dialogue_0KS0aqY,<b><color=#ffff00>View Specialist Statistics</color></b>,,,,,,,,,,,,,,,,
dialogue_S1Kmm8m,<b><color=#00ff00>View Engineer Statistics</color></b>,,,,,,,,,,,,,,,,
